timestamp,user,action,resource,ip_address,result,user_agent,session_id,bytes_transferred,protocol
2024-12-29 14:00:00,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:02,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:04,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:06,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:08,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:10,administrator,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:12,administrator,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:14,root,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:16,root,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:18,sysadmin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:20,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:22,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:24,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:26,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:28,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:30,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:32,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:34,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:36,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:38,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:40,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:42,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:44,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:46,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:48,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:50,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:52,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:54,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:56,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:00:58,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:00,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:02,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:04,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:06,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:08,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:10,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:12,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:14,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:16,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:18,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:20,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:22,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
2024-12-29 14:01:24,admin,login,/auth/login,45.67.89.10,FAILED,Mozilla/5.0,sess_001,245,HTTPS
